Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,ingestion_time,pk_id
4759,CA-2014-121573,11/3/2014,11/7/2014,Standard Class,SG-20605,Speros Goranitis,Consumer,United States,New York City,New York,10009,East,TEC-PH-10000984,Technology,Phones,Panasonic KX-TG9471B,783.96,4,0,219.5088,2026-08-24T07:01:37.009Z,7550eda0815f8bdb59cde2882d84caea9fdf80447cccdc484ef0debb507bb6cb
4760,CA-2014-121573,11/3/2014,11/7/2014,Standard Class,SG-20605,Speros Goranitis,Consumer,United States,New York City,New York,10009,East,OFF-BI-10000666,Office Supplies,Binders,Surelock Post Binders,48.896,2,0.2,18.336,2026-08-24T07:01:37.009Z,b0b24dc615c0e1dbb0c538bb7ffceb456b28ea1943c14b8ee9f08a341a74f1b3
4761,CA-2014-121573,11/3/2014,11/7/2014,Standard Class,SG-20605,Speros Goranitis,Consumer,United States,New York City,New York,10009,East,OFF-BI-10003712,Office Supplies,Binders,"\"Acco Pressboard Covers with Storage Hooks, 14 7/8\"\" x 11\"\"","Light Blue\"",7.856,2,0.2,2026-08-24T07:01:37.009Z,8e16aa2e6657f05260799643e34db8c790c216a81af6dfaa776d5d598a430377
4762,CA-2016-117660,12/30/2016,1/4/2017,Standard Class,BM-11785,Bryan Mills,Consumer,United States,Columbus,Ohio,43229,East,OFF-LA-10003720,Office Supplies,Labels,Avery 487,5.904,2,0.2,1.9926,2026-08-24T07:01:37.009Z,233f6e5fad1250754507d24ebcb56224265b7a19b146940e72206bc16c659d14
4763,CA-2016-117660,12/30/2016,1/4/2017,Standard Class,BM-11785,Bryan Mills,Consumer,United States,Columbus,Ohio,43229,East,OFF-SU-10001664,Office Supplies,Supplies,Acme Office Executive Series Stainless Steel Trimmers,13.712,2,0.2,1.0284,2026-08-24T07:01:37.009Z,64c7e450a039e22b4093c0208ba9272bd4ba8ba28c112f17f48d3790629e9e56
4764,CA-2014-112851,9/17/2014,9/21/2014,Standard Class,NR-18550,Nick Radford,Consumer,United States,Chula Vista,California,91911,West,OFF-EN-10001453,Office Supplies,Envelopes,"\"Tyvek Interoffice Envelopes, 9 1/2\"\" x 12 1/2\"\"","100/Box\"",182.94,3,0,2026-08-24T07:01:37.009Z,d7be32a0bcece2d08e830bb548c9a78e68b7a1b2f2ba09235ec0a5732ee928f6
4765,CA-2017-123701,11/24/2017,11/27/2017,First Class,PG-18820,Patrick Gardner,Consumer,United States,San Francisco,California,94110,West,OFF-AR-10001860,Office Supplies,Art,BIC Liqua Brite Liner,27.76,4,0,9.9936,2026-08-24T07:01:37.009Z,6ff8e61b4a0a18c40221b2c6cc05961364a814f0f095b9f775c704e000ece706
4766,CA-2015-118227,4/24/2015,4/28/2015,Standard Class,DB-13270,Deborah Brumfield,Home Office,United States,New York City,New York,10009,East,OFF-AR-10001044,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",25.99,1,0,7.5371,2026-08-24T07:01:37.009Z,fd566f9bad7d90a2aa9d0868b112023525440c55c3b0c0b2649ef193fd551155
4767,CA-2015-123155,3/9/2015,3/12/2015,First Class,NS-18640,Noel Staavos,Corporate,United States,San Antonio,Texas,78207,Central,TEC-AC-10002473,Technology,Accessories,Maxell 4.7GB DVD-R,113.52,5,0.2,29.799,2026-08-24T07:01:37.009Z,9eff669cdd57e73f236b72cb372ddbb1e2db52b2043468bebe871b0a2249f4d1
4768,CA-2015-123155,3/9/2015,3/12/2015,First Class,NS-18640,Noel Staavos,Corporate,United States,San Antonio,Texas,78207,Central,TEC-PH-10001809,Technology,Phones,Panasonic KX T7736-B Digital phone,359.88,3,0.2,22.4925,2026-08-24T07:01:37.009Z,147b4ba515c1ceefc51e1ec721f0d7e873bcb94a4dc4c2c2bb589faa63e91da1
4769,CA-2017-158883,6/2/2017,6/3/2017,Same Day,CS-11860,Cari Schnelling,Consumer,United States,Jacksonville,North Carolina,28540,South,OFF-PA-10004733,Office Supplies,Paper,Things To Do Today Spiral Book,25.344,4,0.2,9.1872,2026-08-24T07:01:37.009Z,b6a8f23cf5d2f6a8968258943f770b203b64fc9501e285624b94626dc72d907c
4770,US-2016-114888,9/19/2016,9/24/2016,Second Class,CC-12430,Chuck Clark,Home Office,United States,San Francisco,California,94109,West,OFF-BI-10003355,Office Supplies,Binders,Cardinal Holdit Business Card Pockets,11.952,3,0.2,4.1832,2026-08-24T07:01:37.009Z,4e8dabcad817705308b3a30ba54137e8efb6d83706c4ebb87fb1022682fc14a1
4771,US-2016-114888,9/19/2016,9/24/2016,Second Class,CC-12430,Chuck Clark,Home Office,United States,San Francisco,California,94109,West,OFF-SU-10001212,Office Supplies,Supplies,Kleencut Forged Office Shears by Acme United Corporation,6.24,3,0,1.872,2026-08-24T07:01:37.009Z,d752dc06fb0a3df7ab2a20ebafb64bcd8be3cd9668185a810f6cb58ced5f0d6d
4772,US-2014-167262,10/31/2014,11/3/2014,Second Class,AC-10450,Amy Cox,Consumer,United States,Avondale,Arizona,85323,West,TEC-PH-10000486,Technology,Phones,Plantronics HL10 Handset Lifter,742.336,8,0.2,83.5128,2026-08-24T07:01:37.009Z,cf81336c78d210f9a81834e5cf59fcc2c5947ca20238c6a4acc2f5b8790b5964
4773,CA-2017-119746,11/23/2017,11/27/2017,Standard Class,CM-12385,Christopher Martinez,Consumer,United States,Chicago,Illinois,60610,Central,FUR-FU-10004909,Furniture,Furnishings,Contemporary Wood/Metal Frame,6.464,1,0.6,-4.04,2026-08-24T07:01:37.009Z,00130b1a3285a826daf02de6ba77adbb017c35e0b8be28197305e62b2e7daeb0
4774,CA-2017-119746,11/23/2017,11/27/2017,Standard Class,CM-12385,Christopher Martinez,Consumer,United States,Chicago,Illinois,60610,Central,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,11.52,5,0.2,4.176,2026-08-24T07:01:37.009Z,7029ae000f8391f74d9bfa07df11e841d0957bc986093747513fc9baafe73e77
4775,CA-2017-119746,11/23/2017,11/27/2017,Standard Class,CM-12385,Christopher Martinez,Consumer,United States,Chicago,Illinois,60610,Central,TEC-PH-10004447,Technology,Phones,Toshiba IPT2010-SD IP�Telephone,222.384,2,0.2,16.6788,2026-08-24T07:01:37.009Z,f4e64495a76da7ebc9cf0c00d6d8da516fe92d34ac4db5fdefe404d5e2d8b7f7
4776,CA-2017-108091,11/16/2017,11/21/2017,Standard Class,EK-13795,Eileen Kiefer,Home Office,United States,Escondido,California,92025,West,OFF-AR-10000255,Office Supplies,Art,Newell 328,23.36,4,0,6.0736,2026-08-24T07:01:37.009Z,4f59abb40acf24ac4de2e6dfa92627d28b7142df54e8174e8559b07f23a50bb3
4777,CA-2016-101630,2/19/2016,2/23/2016,Second Class,CK-12760,Cyma Kinney,Corporate,United States,Long Beach,New York,11561,East,OFF-LA-10004425,Office Supplies,Labels,Staple-on labels,8.67,3,0,4.0749,2026-08-24T07:01:37.009Z,399ca6c00d9437f36f7e35d796e82f44502aeb0a1730467048a7e7fe769913a0
4778,CA-2016-101630,2/19/2016,2/23/2016,Second Class,CK-12760,Cyma Kinney,Corporate,United States,Long Beach,New York,11561,East,OFF-SU-10001664,Office Supplies,Supplies,Acme Office Executive Series Stainless Steel Trimmers,25.71,3,0,6.6846,2026-08-24T07:01:37.009Z,cddad5a31c4710fa1f730f0c77bda952d274159629c2bf74e7f5d8b03eb962b5
4779,CA-2017-132346,11/7/2017,11/11/2017,Standard Class,PK-19075,Pete Kriz,Consumer,United States,Newark,Delaware,19711,East,OFF-AP-10000696,Office Supplies,Appliances,Holmes Odor Grabber,100.94,7,0,33.3102,2026-08-24T07:01:37.009Z,929afc418c7d222396f0f1720686d68a983d288d390cc4b761b72620f5922f16
4780,CA-2014-150301,7/8/2014,7/10/2014,First Class,MH-18025,Michelle Huthwaite,Consumer,United States,Buffalo,New York,14215,East,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",63.882,1,0.1,10.647,2026-08-24T07:01:37.009Z,206166dd2887d560d754e0d0bef641e43b6f3ff65d3b6f4c4258a2fc31d0516c
4781,CA-2014-159310,11/7/2014,11/12/2014,Standard Class,SC-20725,Steven Cartwright,Consumer,United States,Houston,Texas,77070,Central,FUR-CH-10002758,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",683.144,4,0.3,0,2026-08-24T07:01:37.009Z,f3b1e2b5f84d2b4b8dcab52c92aaf8fe19fc8398ffd01ba04bfa3546f01e4811
4782,CA-2014-159310,11/7/2014,11/12/2014,Standard Class,SC-20725,Steven Cartwright,Consumer,United States,Houston,Texas,77070,Central,OFF-BI-10000201,Office Supplies,Binders,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",1.476,3,0.8,-2.214,2026-08-24T07:01:37.009Z,98d258843d0b49c612bc5e0b8c5f9687c32b8f4d955a11788cb6fddcf21c56fa
4783,CA-2014-159310,11/7/2014,11/12/2014,Standard Class,SC-20725,Steven Cartwright,Consumer,United States,Houston,Texas,77070,Central,OFF-SU-10004115,Office Supplies,Supplies,Acme Stainless Steel Office Snips,40.712,7,0.2,3.5623,2026-08-24T07:01:37.009Z,3170cbccbf7a5b23e7ca787edb7c5a2e667276a96691b1eb67edfa8e77f63f4b
4784,US-2017-147984,1/28/2017,2/1/2017,Standard Class,GB-14575,Giulietta Baptist,Consumer,United States,Wichita,Kansas,67212,Central,OFF-PA-10000806,Office Supplies,Paper,Xerox 1934,279.9,5,0,137.151,2026-08-24T07:01:37.009Z,ada7fb0e2aeb6af6b71a340cedfa754b019ff41f4a097e4d0dc6141c9ade1011
4785,CA-2015-104346,12/11/2015,12/16/2015,Standard Class,IM-15070,Irene Maddox,Consumer,United States,Colorado Springs,Colorado,80906,West,OFF-AR-10001473,Office Supplies,Art,Newell 313,13.12,5,0.2,1.148,2026-08-24T07:01:37.009Z,e5a48f03692a3334287840bfaa681ad2792c55359320c99ded546a6283a34fef
4786,CA-2015-104346,12/11/2015,12/16/2015,Standard Class,IM-15070,Irene Maddox,Consumer,United States,Colorado Springs,Colorado,80906,West,FUR-BO-10003450,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Dark Cherry Finish",69.576,4,0.7,-143.7904,2026-08-24T07:01:37.009Z,f0ca5f864f9215b695d1781778b95d4eae0f5e2956f38752efb3107bc6963dce
4787,CA-2015-104346,12/11/2015,12/16/2015,Standard Class,IM-15070,Irene Maddox,Consumer,United States,Colorado Springs,Colorado,80906,West,OFF-AR-10001545,Office Supplies,Art,Newell 326,4.224,3,0.2,0.4752,2026-08-24T07:01:37.009Z,688ca65afc6ff135e0717397698e21deae1530bcab54c536cb94f474062928de
4788,CA-2015-104346,12/11/2015,12/16/2015,Standard Class,IM-15070,Irene Maddox,Consumer,United States,Colorado Springs,Colorado,80906,West,TEC-AC-10004396,Technology,Accessories,Logitech Keyboard K120,58.08,4,0.2,-6.534,2026-08-24T07:01:37.009Z,463ae799845f7886658ce76463b0bd89a053f9238d6d98def04375e596a20e09
4789,CA-2015-104346,12/11/2015,12/16/2015,Standard Class,IM-15070,Irene Maddox,Consumer,United States,Colorado Springs,Colorado,80906,West,FUR-FU-10002456,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange",52.416,9,0.2,15.0696,2026-08-24T07:01:37.009Z,ae469d3dd6153139bc5e5d73493482abc8edf726f2e403722353a5d750602ce6
4790,CA-2015-104346,12/11/2015,12/16/2015,Standard Class,IM-15070,Irene Maddox,Consumer,United States,Colorado Springs,Colorado,80906,West,FUR-FU-10001473,Furniture,Furnishings,DAX Wood Document Frame,54.92,5,0.2,10.984,2026-08-24T07:01:37.009Z,137ea5f2d37ce62304bfdb8b5ee6fc6272bcebaf7a4ab83f20531735f163173e
4791,CA-2015-104346,12/11/2015,12/16/2015,Standard Class,IM-15070,Irene Maddox,Consumer,United States,Colorado Springs,Colorado,80906,West,FUR-TA-10000849,Furniture,Tables,Bevis Rectangular Conference Tables,364.95,5,0.5,-248.166,2026-08-24T07:01:37.009Z,7f0c170e20df775faa59fc840e53ade4e78dc134db55325e3b81d382f8f696ee
4792,CA-2015-104346,12/11/2015,12/16/2015,Standard Class,IM-15070,Irene Maddox,Consumer,United States,Colorado Springs,Colorado,80906,West,OFF-PA-10001166,Office Supplies,Paper,Xerox 1932,85.056,3,0.2,28.7064,2026-08-24T07:01:37.009Z,bc7bb7a5b10d77b75352a27291b7bdc25fd0d0de17ef7cef4cc5da3dd4dfa2b1
4793,CA-2015-104346,12/11/2015,12/16/2015,Standard Class,IM-15070,Irene Maddox,Consumer,United States,Colorado Springs,Colorado,80906,West,OFF-PA-10003256,Office Supplies,Paper,Avery Personal Creations Heavyweight Cards,27.696,3,0.2,9.6936,2026-08-24T07:01:37.009Z,28bf05a54b4420d377c559f2a69395dc3ddabc5351e912ad522bcfd336c90f1c
4794,US-2015-141684,6/29/2015,7/4/2015,Standard Class,MM-18055,Michelle Moray,Consumer,United States,New York City,New York,10011,East,OFF-PA-10002870,Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 �� x 11�",24.96,4,0,11.232,2026-08-24T07:01:37.009Z,39d1b7c3b61049482607b5c813366f32f3668194eac36591b8c3d48be2de1f42
4795,CA-2015-144722,3/16/2015,3/23/2015,Standard Class,MF-18250,Monica Federle,Corporate,United States,Los Angeles,California,90036,West,FUR-FU-10001215,Furniture,Furnishings,"\"Howard Miller 11-1/2\"\" Diameter Brentwood Wall Clock\"",43.13,1,0,18.1146,2026-08-24T07:01:37.009Z,2753f090de8764eef1bd3bde0485746a8fc1069ff3e3deeaccb100b4a7520220
4796,CA-2015-120516,8/13/2015,8/17/2015,Standard Class,CK-12595,Clytie Kelty,Consumer,United States,Marietta,Georgia,30062,South,OFF-BI-10004187,Office Supplies,Binders,3-ring staple pack,5.64,3,0,2.7072,2026-08-24T07:01:37.009Z,eab6c9b41d2595798afdc7b4f911b190ce9ff087cb43e3b9a830c1c12fe3c44e
4797,US-2016-148901,5/14/2016,5/19/2016,Standard Class,MK-17905,Michael Kennedy,Corporate,United States,Jacksonville,Florida,32216,South,OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,57.582,3,0.7,-44.1462,2026-08-24T07:01:37.009Z,7f88523ec262cca70b5b05e80d719ce46628ba0681642296635388d02b592c52
4798,US-2016-148901,5/14/2016,5/19/2016,Standard Class,MK-17905,Michael Kennedy,Corporate,United States,Jacksonville,Florida,32216,South,OFF-PA-10004983,Office Supplies,Paper,Xerox 23,31.104,6,0.2,10.8864,2026-08-24T07:01:37.009Z,ec2dca0c99d4ae6223e9ed74479ee4220ea37f6d693ec89af0d0e054c60fe303
4799,US-2016-148901,5/14/2016,5/19/2016,Standard Class,MK-17905,Michael Kennedy,Corporate,United States,Jacksonville,Florida,32216,South,FUR-FU-10002396,Furniture,Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",30.192,3,0.2,8.3028,2026-08-24T07:01:37.009Z,81ef38348aa72797665dd10337a839e55f87a4be0b1b3dde6efd0c3cb327b4b5
4800,US-2016-148901,5/14/2016,5/19/2016,Standard Class,MK-17905,Michael Kennedy,Corporate,United States,Jacksonville,Florida,32216,South,TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",43.6,5,0.2,4.36,2026-08-24T07:01:37.009Z,15060b7ebb1818b9327a6b6ba14dffe4b9fd378a60a58d6efb323d574b88e523
4801,US-2016-148901,5/14/2016,5/19/2016,Standard Class,MK-17905,Michael Kennedy,Corporate,United States,Jacksonville,Florida,32216,South,OFF-AR-10002467,Office Supplies,Art,Dixon Ticonderoga Pencils,4.768,2,0.2,0.4172,2026-08-24T07:01:37.009Z,e38be13207d5c4fcdb6304decf7d40f443eea924d81604dce4481dbdb9b230ef
4802,US-2016-148901,5/14/2016,5/19/2016,Standard Class,MK-17905,Michael Kennedy,Corporate,United States,Jacksonville,Florida,32216,South,OFF-BI-10004002,Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders,10.38,2,0.7,-7.612,2026-08-24T07:01:37.009Z,15906d5164ab0da7a11c2cfda6c8523f60ce22615194c4758053ea60d6530b90
4803,US-2016-148901,5/14/2016,5/19/2016,Standard Class,MK-17905,Michael Kennedy,Corporate,United States,Jacksonville,Florida,32216,South,OFF-BI-10002309,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,13.392,8,0.7,-9.8208,2026-08-24T07:01:37.009Z,e60ebb486b07bb5284eb94ffb0013b9e8ccc3e956c945c440423f2efd51f477e
4804,CA-2017-136364,7/13/2017,7/17/2017,Second Class,MH-17455,Mark Hamilton,Consumer,United States,Philadelphia,Pennsylvania,19140,East,TEC-PH-10003885,Technology,Phones,Cisco SPA508G,39.594,1,0.4,-7.2589,2026-08-24T07:01:37.009Z,f59d41c4f39f8ff15c0e87353d8cf4ee250f3d5029b697a1ecfc8f60057e78ab
4805,CA-2017-136364,7/13/2017,7/17/2017,Second Class,MH-17455,Mark Hamilton,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10002501,Furniture,Furnishings,Nu-Dell Executive Frame,91.008,9,0.2,19.3392,2026-08-24T07:01:37.009Z,d461a8f5cc4f0c201b4d2a3aa2d7f1173aac7f902d926eb325a708d6d227a535
4806,CA-2015-137708,11/22/2015,11/25/2015,Second Class,NG-18430,Nathan Gelder,Consumer,United States,Los Angeles,California,90008,West,OFF-PA-10000176,Office Supplies,Paper,Xerox 1887,37.94,2,0,18.2112,2026-08-24T07:01:37.009Z,21e73b0104e9c0bc35ea0b79ca5c0c06f156140006f78fb71c8f70e8fe14ba26
4807,CA-2015-137708,11/22/2015,11/25/2015,Second Class,NG-18430,Nathan Gelder,Consumer,United States,Los Angeles,California,90008,West,OFF-PA-10000327,Office Supplies,Paper,Xerox 1971,42.8,10,0,19.26,2026-08-24T07:01:37.009Z,862211217312727571dc1629b23a93e86d3c0690b095ca7eb01b92fc6a3b9f81
4808,CA-2015-137708,11/22/2015,11/25/2015,Second Class,NG-18430,Nathan Gelder,Consumer,United States,Los Angeles,California,90008,West,OFF-ST-10004634,Office Supplies,Storage,"Personal Folder Holder, Ebony",33.63,3,0,10.089,2026-08-24T07:01:37.009Z,022fa9b9342823250e80eff9cef8aacf18fd094a44799a665d448adc266a3c53
4809,CA-2014-149055,11/23/2014,11/28/2014,Standard Class,PB-19210,Phillip Breyer,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-EN-10003040,Office Supplies,Envelopes,Quality Park Security Envelopes,62.808,3,0.2,21.1977,2026-08-24T07:01:37.009Z,d23734be2d316a7d56476f0685238e32bdd9469c0f99d607ea2f40383e2dfe93
4810,CA-2015-151589,12/27/2015,12/30/2015,First Class,RE-19450,Richard Eichhorn,Consumer,United States,Eau Claire,Wisconsin,54703,Central,OFF-PA-10003228,Office Supplies,Paper,Xerox 1917,195.64,4,0,91.9508,2026-08-24T07:01:37.009Z,e3650d2acb71a30b272c4d1c7519bd543695803c6449169549df5d73f19592ac
4811,CA-2015-151589,12/27/2015,12/30/2015,First Class,RE-19450,Richard Eichhorn,Consumer,United States,Eau Claire,Wisconsin,54703,Central,TEC-PH-10004345,Technology,Phones,Cisco SPA 502G IP Phone,239.9,2,0,71.97,2026-08-24T07:01:37.009Z,a080f8b79f89664c8513ef17bbca2bb58aea7d125c6e6ba17f8db8114acd39f5
4812,CA-2016-121370,11/14/2016,11/19/2016,Second Class,EB-14110,Eugene Barchas,Consumer,United States,Philadelphia,Pennsylvania,19134,East,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,380.058,3,0.3,-21.7176,2026-08-24T07:01:37.009Z,ba65605c491583365a978d13194dbe6dd16cc4b80c230f6def3d5ccf35c5e384
4813,CA-2016-121370,11/14/2016,11/19/2016,Second Class,EB-14110,Eugene Barchas,Consumer,United States,Philadelphia,Pennsylvania,19134,East,TEC-CO-10004115,Technology,Copiers,Sharp AL-1530CS Digital Copier,1199.976,4,0.4,179.9964,2026-08-24T07:01:37.009Z,a14b82bf2da30053cf1dfe94478d66bdd8c799f9a548dcd74e9f0eea1a0acc81
4814,CA-2016-121370,11/14/2016,11/19/2016,Second Class,EB-14110,Eugene Barchas,Consumer,United States,Philadelphia,Pennsylvania,19134,East,FUR-FU-10002813,Furniture,Furnishings,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",48.576,3,0.2,9.7152,2026-08-24T07:01:37.009Z,1d37a3a98201dd6d991967175ae6772e300c9f28af15d602c5befdbafb6145ef
4815,CA-2016-111696,5/8/2016,5/10/2016,First Class,TB-21625,Trudy Brown,Consumer,United States,Los Angeles,California,90004,West,OFF-PA-10002751,Office Supplies,Paper,Xerox 1920,17.94,3,0,8.073,2026-08-24T07:01:37.009Z,b684dfcabdd323d1d12245c9aaa11961626fad62cc3efbad3891c350138a5150
4816,CA-2014-139598,12/26/2014,12/31/2014,Standard Class,MG-17695,Maureen Gnade,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-PA-10004569,Office Supplies,Paper,"\"Wirebound Message Books, Two 4 1/4\"\" x 5\"\" Forms per Page\"",18.264,3,0.2,6.1641,2026-08-24T07:01:37.009Z,4ddf2d16fba5aa1597eaf59d6906e6d20e6488385a989a6a1e2eec92a10b2e15
4817,CA-2014-139598,12/26/2014,12/31/2014,Standard Class,MG-17695,Maureen Gnade,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-AP-10002998,Office Supplies,Appliances,Holmes 99% HEPA Air Purifier,34.656,2,0.2,5.6316,2026-08-24T07:01:37.009Z,481bebe0fc603d1d6ba48c024a344a7a2fd376b00d6ac2984162a04617ac61f8
4818,CA-2014-139598,12/26/2014,12/31/2014,Standard Class,MG-17695,Maureen Gnade,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-AP-10003287,Office Supplies,Appliances,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,81.552,2,0.2,8.1552,2026-08-24T07:01:37.009Z,bc106fb091ae254b387e4ae4af65b500a4b461a0c48d47ed9575b14e427727cc
4819,CA-2014-139598,12/26/2014,12/31/2014,Standard Class,MG-17695,Maureen Gnade,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-ST-10001370,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,227.136,4,0.2,-42.588,2026-08-24T07:01:37.009Z,a2a7438f510b676cdfde972807a7f37b79b8fded922552f84242f4e52ed8725a
4820,CA-2017-117436,6/8/2017,6/14/2017,Standard Class,LW-17125,Liz Willingham,Consumer,United States,Norwich,Connecticut,6360,East,OFF-BI-10004040,Office Supplies,Binders,Wilson Jones Impact Binders,10.36,2,0,5.0764,2026-08-24T07:01:37.009Z,dd8264e7c7137f6e90a8e0e8e2c8b9933435bad83e17e3af8f417cc83404ac61
4821,CA-2015-140025,4/7/2015,4/11/2015,Standard Class,PF-19120,Peter Fuller,Consumer,United States,San Antonio,Texas,78207,Central,OFF-AP-10002651,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,463.248,8,0.8,-1181.2824,2026-08-24T07:01:37.009Z,5423d30f715e2ecbfc2a0072dc05aa44198e4049dd7bd5950184988ed4edbb31
4822,CA-2015-140025,4/7/2015,4/11/2015,Standard Class,PF-19120,Peter Fuller,Consumer,United States,San Antonio,Texas,78207,Central,TEC-AC-10002402,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,383.952,6,0.2,47.994,2026-08-24T07:01:37.009Z,e8c4ef9864cfce1c912fa0816cd0a6e3e0cf6f4c997b1b6e1786e42b0395bc3e
4823,CA-2016-134222,7/10/2016,7/11/2016,Same Day,NZ-18565,Nick Zandusky,Home Office,United States,Yuma,Arizona,85364,West,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,44.856,6,0.7,-35.8848,2026-08-24T07:01:37.009Z,3b3ab4a677a1c645e98cc0a8cddee2fba85a67d7010d708dfbc949dcb9a1916d
4824,CA-2016-140018,11/21/2016,11/26/2016,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Columbus,Ohio,43229,East,TEC-MA-10000752,Technology,Machines,Texas Instrument TI-15 Fraction Calculator,30.345,7,0.7,-24.276,2026-08-24T07:01:37.009Z,75307c1dce7506948111ea519a11cc824d54dc005e40301e63312d92c4b0535c
4825,CA-2016-140018,11/21/2016,11/26/2016,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Columbus,Ohio,43229,East,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",127.554,3,0.3,-9.111,2026-08-24T07:01:37.009Z,9e66442ca19ea0272d8db8f8b9cb9de266f117ffa9b36460bc2d98a7dea8e109
4826,CA-2016-140018,11/21/2016,11/26/2016,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Columbus,Ohio,43229,East,FUR-FU-10001876,Furniture,Furnishings,"Computer Room Manger, 14\"\"",77.952,3,0.2,15.5904,2026-08-24T07:01:37.009Z,5116f06fe7f4e210d0a94a4def9ffb9244541d8a2a52c08845d1867353b0dc76
4827,US-2017-136707,11/12/2017,11/15/2017,First Class,JE-15610,Jim Epp,Corporate,United States,Los Angeles,California,90036,West,OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch,14.016,4,0.2,4.9056,2026-08-24T07:01:37.009Z,6daf8559644b8c9d996412e63708b275e0a170cb3dee9c9385430d85e2a0970e
4828,CA-2014-152562,11/1/2014,11/8/2014,Standard Class,JO-15145,Jack O'Briant,Corporate,United States,Richmond,Kentucky,40475,South,OFF-ST-10000464,Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",69.52,2,0,19.4656,2026-08-24T07:01:37.009Z,62de33a3cb53677fa37c8d3835f4fb64911a08dd2a0a7002eb73690ec2da2037
4829,CA-2014-152562,11/1/2014,11/8/2014,Standard Class,JO-15145,Jack O'Briant,Corporate,United States,Richmond,Kentucky,40475,South,OFF-AR-10001919,Office Supplies,Art,"OIC #2 Pencils, Medium Soft",5.64,3,0,1.6356,2026-08-24T07:01:37.009Z,b44903d3d8003f9cd690e6cbfff0e40ea4b9818a365e5201bd7221b7c5033ded
4830,CA-2016-152408,5/15/2016,5/21/2016,Standard Class,TT-21220,Thomas Thornton,Consumer,United States,New York City,New York,10035,East,OFF-BI-10002393,Office Supplies,Binders,Binder Posts,13.776,3,0.2,4.4772,2026-08-24T07:01:37.009Z,2be8a9afc5f311b056b3a4e916d50d2658b452dfb1f243127d169e741636b731
4831,CA-2014-120278,11/7/2014,11/12/2014,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,Wausau,Wisconsin,54401,Central,OFF-AP-10001293,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,245.88,6,0,68.8464,2026-08-24T07:01:37.009Z,43ca643861a3210b6ac62e164a2eb20319143c872ef50749bddcbc2b1fc8141b
4832,CA-2014-120278,11/7/2014,11/12/2014,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,Wausau,Wisconsin,54401,Central,OFF-ST-10004258,Office Supplies,Storage,Portable Personal File Box,36.63,3,0,9.8901,2026-08-24T07:01:37.009Z,6aba4a3ec3db672814f78c4c83a166bda41cc57cef3dc1cb294d4f92d8f51497
